DateKey,Date,Day,DaySuffix,Weekday,WeekDayName,WeekDayName_Short,WeekDayName_FirstLetter,DOWInMonth,DayOfYear,WeekOfMonth,WeekOfYear,Month,MonthName,MonthName_Short,MonthName_FirstLetter,Quarter,QuarterName,Year,MMYYYY,MonthYear,IsWeekend,IsHoliday,HolidayName,SpecialDays,FinancialYear,FinancialQuater,FinancialMonth,FirstDateofYear,LastDateofYear,FirstDateofQuater,LastDateofQuater,FirstDateofMonth,LastDateofMonth,FirstDateofWeek,LastDateofWeek,CurrentYear,CurrentQuater,CurrentMonth,CurrentWeek,CurrentDay
20150516,2015-05-16,16,th,7,Saturday,SAT,S,16,136,3,20,5,May,MAY,M,2,second,2015,052015,2015MAY,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-10,2015-05-16,-7,-27,-81,-354,-2473
20150517,2015-05-17,17,th,1,Sunday,SUN,S,17,137,4,21,5,May,MAY,M,2,second,2015,052015,2015MAY,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-17,2015-05-23,-7,-27,-81,-353,-2472
20150518,2015-05-18,18,th,2,Monday,MON,M,18,138,4,21,5,May,MAY,M,2,second,2015,052015,2015MAY,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-17,2015-05-23,-7,-27,-81,-353,-2471
20150519,2015-05-19,19,th,3,Tuesday,TUE,T,19,139,4,21,5,May,MAY,M,2,second,2015,052015,2015MAY,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-17,2015-05-23,-7,-27,-81,-353,-2470
20150520,2015-05-20,20,th,4,Wednesday,WED,W,20,140,4,21,5,May,MAY,M,2,second,2015,052015,2015MAY,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-17,2015-05-23,-7,-27,-81,-353,-2469
20150521,2015-05-21,21,st,5,Thursday,THU,T,21,141,4,21,5,May,MAY,M,2,second,2015,052015,2015MAY,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-17,2015-05-23,-7,-27,-81,-353,-2468
20150522,2015-05-22,22,nd,6,Friday,FRI,F,22,142,4,21,5,May,MAY,M,2,second,2015,052015,2015MAY,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-17,2015-05-23,-7,-27,-81,-353,-2467
20150523,2015-05-23,23,rd,7,Saturday,SAT,S,23,143,4,21,5,May,MAY,M,2,second,2015,052015,2015MAY,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-17,2015-05-23,-7,-27,-81,-353,-2466
20150524,2015-05-24,24,th,1,Sunday,SUN,S,24,144,5,22,5,May,MAY,M,2,second,2015,052015,2015MAY,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-24,2015-05-30,-7,-27,-81,-352,-2465
20150525,2015-05-25,25,th,2,Monday,MON,M,25,145,5,22,5,May,MAY,M,2,second,2015,052015,2015MAY,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-24,2015-05-30,-7,-27,-81,-352,-2464
20150526,2015-05-26,26,th,3,Tuesday,TUE,T,26,146,5,22,5,May,MAY,M,2,second,2015,052015,2015MAY,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-24,2015-05-30,-7,-27,-81,-352,-2463
20150527,2015-05-27,27,th,4,Wednesday,WED,W,27,147,5,22,5,May,MAY,M,2,second,2015,052015,2015MAY,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-24,2015-05-30,-7,-27,-81,-352,-2462
20150528,2015-05-28,28,th,5,Thursday,THU,T,28,148,5,22,5,May,MAY,M,2,second,2015,052015,2015MAY,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-24,2015-05-30,-7,-27,-81,-352,-2461
20150529,2015-05-29,29,th,6,Friday,FRI,F,29,149,5,22,5,May,MAY,M,2,second,2015,052015,2015MAY,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-24,2015-05-30,-7,-27,-81,-352,-2460
20150530,2015-05-30,30,th,7,Saturday,SAT,S,30,150,5,22,5,May,MAY,M,2,second,2015,052015,2015MAY,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-24,2015-05-30,-7,-27,-81,-352,-2459
20150531,2015-05-31,31,st,1,Sunday,SUN,S,31,151,6,23,5,May,MAY,M,2,second,2015,052015,2015MAY,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-05-01,2015-05-31,2015-05-31,2015-06-06,-7,-27,-81,-351,-2458
20150601,2015-06-01,1,st,2,Monday,MON,M,1,152,1,23,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-05-31,2015-06-06,-7,-27,-80,-351,-2457
20150602,2015-06-02,2,nd,3,Tuesday,TUE,T,2,153,1,23,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-05-31,2015-06-06,-7,-27,-80,-351,-2456
20150603,2015-06-03,3,rd,4,Wednesday,WED,W,3,154,1,23,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-05-31,2015-06-06,-7,-27,-80,-351,-2455
20150604,2015-06-04,4,th,5,Thursday,THU,T,4,155,1,23,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-05-31,2015-06-06,-7,-27,-80,-351,-2454
20150605,2015-06-05,5,th,6,Friday,FRI,F,5,156,1,23,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-05-31,2015-06-06,-7,-27,-80,-351,-2453
20150606,2015-06-06,6,th,7,Saturday,SAT,S,6,157,1,23,6,June,JUN,J,2,second,2015,062015,2015JUN,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-05-31,2015-06-06,-7,-27,-80,-351,-2452
20150607,2015-06-07,7,th,1,Sunday,SUN,S,7,158,2,24,6,June,JUN,J,2,second,2015,062015,2015JUN,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-07,2015-06-13,-7,-27,-80,-350,-2451
20150608,2015-06-08,8,th,2,Monday,MON,M,8,159,2,24,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-07,2015-06-13,-7,-27,-80,-350,-2450
20150609,2015-06-09,9,th,3,Tuesday,TUE,T,9,160,2,24,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-07,2015-06-13,-7,-27,-80,-350,-2449
20150610,2015-06-10,10,th,4,Wednesday,WED,W,10,161,2,24,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-07,2015-06-13,-7,-27,-80,-350,-2448
20150611,2015-06-11,11,th,5,Thursday,THU,T,11,162,2,24,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-07,2015-06-13,-7,-27,-80,-350,-2447
20150612,2015-06-12,12,th,6,Friday,FRI,F,12,163,2,24,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-07,2015-06-13,-7,-27,-80,-350,-2446
20150613,2015-06-13,13,th,7,Saturday,SAT,S,13,164,2,24,6,June,JUN,J,2,second,2015,062015,2015JUN,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-07,2015-06-13,-7,-27,-80,-350,-2445
20150614,2015-06-14,14,th,1,Sunday,SUN,S,14,165,3,25,6,June,JUN,J,2,second,2015,062015,2015JUN,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-14,2015-06-20,-7,-27,-80,-349,-2444
20150615,2015-06-15,15,th,2,Monday,MON,M,15,166,3,25,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-14,2015-06-20,-7,-27,-80,-349,-2443
20150616,2015-06-16,16,th,3,Tuesday,TUE,T,16,167,3,25,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-14,2015-06-20,-7,-27,-80,-349,-2442
20150617,2015-06-17,17,th,4,Wednesday,WED,W,17,168,3,25,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-14,2015-06-20,-7,-27,-80,-349,-2441
20150618,2015-06-18,18,th,5,Thursday,THU,T,18,169,3,25,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-14,2015-06-20,-7,-27,-80,-349,-2440
20150619,2015-06-19,19,th,6,Friday,FRI,F,19,170,3,25,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-14,2015-06-20,-7,-27,-80,-349,-2439
20150620,2015-06-20,20,th,7,Saturday,SAT,S,20,171,3,25,6,June,JUN,J,2,second,2015,062015,2015JUN,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-14,2015-06-20,-7,-27,-80,-349,-2438
20150621,2015-06-21,21,st,1,Sunday,SUN,S,21,172,4,26,6,June,JUN,J,2,second,2015,062015,2015JUN,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-21,2015-06-27,-7,-27,-80,-348,-2437
20150622,2015-06-22,22,nd,2,Monday,MON,M,22,173,4,26,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-21,2015-06-27,-7,-27,-80,-348,-2436
20150623,2015-06-23,23,rd,3,Tuesday,TUE,T,23,174,4,26,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-21,2015-06-27,-7,-27,-80,-348,-2435
20150624,2015-06-24,24,th,4,Wednesday,WED,W,24,175,4,26,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-21,2015-06-27,-7,-27,-80,-348,-2434
20150625,2015-06-25,25,th,5,Thursday,THU,T,25,176,4,26,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-21,2015-06-27,-7,-27,-80,-348,-2433
20150626,2015-06-26,26,th,6,Friday,FRI,F,26,177,4,26,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-21,2015-06-27,-7,-27,-80,-348,-2432
20150627,2015-06-27,27,th,7,Saturday,SAT,S,27,178,4,26,6,June,JUN,J,2,second,2015,062015,2015JUN,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-21,2015-06-27,-7,-27,-80,-348,-2431
20150628,2015-06-28,28,th,1,Sunday,SUN,S,28,179,5,27,6,June,JUN,J,2,second,2015,062015,2015JUN,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-28,2015-07-04,-7,-27,-80,-347,-2430
20150629,2015-06-29,29,th,2,Monday,MON,M,29,180,5,27,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-28,2015-07-04,-7,-27,-80,-347,-2429
20150630,2015-06-30,30,th,3,Tuesday,TUE,T,30,181,5,27,6,June,JUN,J,2,second,2015,062015,2015JUN,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-06-01,2015-06-30,2015-06-28,2015-07-04,-7,-27,-80,-347,-2428
20150701,2015-07-01,1,st,4,Wednesday,WED,W,1,182,1,27,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-06-28,2015-07-04,-7,-26,-79,-347,-2427
20150702,2015-07-02,2,nd,5,Thursday,THU,T,2,183,1,27,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-06-28,2015-07-04,-7,-26,-79,-347,-2426
20150703,2015-07-03,3,rd,6,Friday,FRI,F,3,184,1,27,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-06-28,2015-07-04,-7,-26,-79,-347,-2425
20150704,2015-07-04,4,th,7,Saturday,SAT,S,4,185,1,27,7,July,JUL,J,3,third,2015,072015,2015JUL,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-06-28,2015-07-04,-7,-26,-79,-347,-2424
20150705,2015-07-05,5,th,1,Sunday,SUN,S,5,186,2,28,7,July,JUL,J,3,third,2015,072015,2015JUL,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-05,2015-07-11,-7,-26,-79,-346,-2423
20150706,2015-07-06,6,th,2,Monday,MON,M,6,187,2,28,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-05,2015-07-11,-7,-26,-79,-346,-2422
20150707,2015-07-07,7,th,3,Tuesday,TUE,T,7,188,2,28,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-05,2015-07-11,-7,-26,-79,-346,-2421
20150708,2015-07-08,8,th,4,Wednesday,WED,W,8,189,2,28,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-05,2015-07-11,-7,-26,-79,-346,-2420
20150709,2015-07-09,9,th,5,Thursday,THU,T,9,190,2,28,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-05,2015-07-11,-7,-26,-79,-346,-2419
20150710,2015-07-10,10,th,6,Friday,FRI,F,10,191,2,28,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-05,2015-07-11,-7,-26,-79,-346,-2418
20150711,2015-07-11,11,th,7,Saturday,SAT,S,11,192,2,28,7,July,JUL,J,3,third,2015,072015,2015JUL,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-05,2015-07-11,-7,-26,-79,-346,-2417
20150712,2015-07-12,12,th,1,Sunday,SUN,S,12,193,3,29,7,July,JUL,J,3,third,2015,072015,2015JUL,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-12,2015-07-18,-7,-26,-79,-345,-2416
20150713,2015-07-13,13,th,2,Monday,MON,M,13,194,3,29,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-12,2015-07-18,-7,-26,-79,-345,-2415
20150714,2015-07-14,14,th,3,Tuesday,TUE,T,14,195,3,29,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-12,2015-07-18,-7,-26,-79,-345,-2414
20150715,2015-07-15,15,th,4,Wednesday,WED,W,15,196,3,29,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-12,2015-07-18,-7,-26,-79,-345,-2413
20150716,2015-07-16,16,th,5,Thursday,THU,T,16,197,3,29,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-12,2015-07-18,-7,-26,-79,-345,-2412
20150717,2015-07-17,17,th,6,Friday,FRI,F,17,198,3,29,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-12,2015-07-18,-7,-26,-79,-345,-2411
20150718,2015-07-18,18,th,7,Saturday,SAT,S,18,199,3,29,7,July,JUL,J,3,third,2015,072015,2015JUL,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-12,2015-07-18,-7,-26,-79,-345,-2410
20150719,2015-07-19,19,th,1,Sunday,SUN,S,19,200,4,30,7,July,JUL,J,3,third,2015,072015,2015JUL,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-19,2015-07-25,-7,-26,-79,-344,-2409
20150720,2015-07-20,20,th,2,Monday,MON,M,20,201,4,30,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-19,2015-07-25,-7,-26,-79,-344,-2408
20150721,2015-07-21,21,st,3,Tuesday,TUE,T,21,202,4,30,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-19,2015-07-25,-7,-26,-79,-344,-2407
20150722,2015-07-22,22,nd,4,Wednesday,WED,W,22,203,4,30,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-19,2015-07-25,-7,-26,-79,-344,-2406
20150723,2015-07-23,23,rd,5,Thursday,THU,T,23,204,4,30,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-19,2015-07-25,-7,-26,-79,-344,-2405
20150724,2015-07-24,24,th,6,Friday,FRI,F,24,205,4,30,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-19,2015-07-25,-7,-26,-79,-344,-2404
20150725,2015-07-25,25,th,7,Saturday,SAT,S,25,206,4,30,7,July,JUL,J,3,third,2015,072015,2015JUL,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-19,2015-07-25,-7,-26,-79,-344,-2403
20150726,2015-07-26,26,th,1,Sunday,SUN,S,26,207,5,31,7,July,JUL,J,3,third,2015,072015,2015JUL,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-26,2015-08-01,-7,-26,-79,-343,-2402
20150727,2015-07-27,27,th,2,Monday,MON,M,27,208,5,31,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-26,2015-08-01,-7,-26,-79,-343,-2401
20150728,2015-07-28,28,th,3,Tuesday,TUE,T,28,209,5,31,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-26,2015-08-01,-7,-26,-79,-343,-2400
20150729,2015-07-29,29,th,4,Wednesday,WED,W,29,210,5,31,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-26,2015-08-01,-7,-26,-79,-343,-2399
20150730,2015-07-30,30,th,5,Thursday,THU,T,30,211,5,31,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-26,2015-08-01,-7,-26,-79,-343,-2398
20150731,2015-07-31,31,st,6,Friday,FRI,F,31,212,5,31,7,July,JUL,J,3,third,2015,072015,2015JUL,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-07-01,2015-07-31,2015-07-26,2015-08-01,-7,-26,-79,-343,-2397
20150801,2015-08-01,1,st,7,Saturday,SAT,S,1,213,1,31,8,August,AUG,A,3,third,2015,082015,2015AUG,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-07-26,2015-08-01,-7,-26,-78,-343,-2396
20150802,2015-08-02,2,nd,1,Sunday,SUN,S,2,214,2,32,8,August,AUG,A,3,third,2015,082015,2015AUG,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-02,2015-08-08,-7,-26,-78,-342,-2395
20150803,2015-08-03,3,rd,2,Monday,MON,M,3,215,2,32,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-02,2015-08-08,-7,-26,-78,-342,-2394
20150804,2015-08-04,4,th,3,Tuesday,TUE,T,4,216,2,32,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-02,2015-08-08,-7,-26,-78,-342,-2393
20150805,2015-08-05,5,th,4,Wednesday,WED,W,5,217,2,32,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-02,2015-08-08,-7,-26,-78,-342,-2392
20150806,2015-08-06,6,th,5,Thursday,THU,T,6,218,2,32,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-02,2015-08-08,-7,-26,-78,-342,-2391
20150807,2015-08-07,7,th,6,Friday,FRI,F,7,219,2,32,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-02,2015-08-08,-7,-26,-78,-342,-2390
20150808,2015-08-08,8,th,7,Saturday,SAT,S,8,220,2,32,8,August,AUG,A,3,third,2015,082015,2015AUG,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-02,2015-08-08,-7,-26,-78,-342,-2389
20150809,2015-08-09,9,th,1,Sunday,SUN,S,9,221,3,33,8,August,AUG,A,3,third,2015,082015,2015AUG,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-09,2015-08-15,-7,-26,-78,-341,-2388
20150810,2015-08-10,10,th,2,Monday,MON,M,10,222,3,33,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-09,2015-08-15,-7,-26,-78,-341,-2387
20150811,2015-08-11,11,th,3,Tuesday,TUE,T,11,223,3,33,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-09,2015-08-15,-7,-26,-78,-341,-2386
20150812,2015-08-12,12,th,4,Wednesday,WED,W,12,224,3,33,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-09,2015-08-15,-7,-26,-78,-341,-2385
20150813,2015-08-13,13,th,5,Thursday,THU,T,13,225,3,33,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-09,2015-08-15,-7,-26,-78,-341,-2384
20150814,2015-08-14,14,th,6,Friday,FRI,F,14,226,3,33,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-09,2015-08-15,-7,-26,-78,-341,-2383
20150815,2015-08-15,15,th,7,Saturday,SAT,S,15,227,3,33,8,August,AUG,A,3,third,2015,082015,2015AUG,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-09,2015-08-15,-7,-26,-78,-341,-2382
20150816,2015-08-16,16,th,1,Sunday,SUN,S,16,228,4,34,8,August,AUG,A,3,third,2015,082015,2015AUG,True,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-16,2015-08-22,-7,-26,-78,-340,-2381
20150817,2015-08-17,17,th,2,Monday,MON,M,17,229,4,34,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-16,2015-08-22,-7,-26,-78,-340,-2380
20150818,2015-08-18,18,th,3,Tuesday,TUE,T,18,230,4,34,8,August,AUG,A,3,third,2015,082015,2015AUG,False,False,,,,,,2015-01-01,2015-12-31,2022-01-01,2022-03-31,2015-08-01,2015-08-31,2015-08-16,2015-08-22,-7,-26,-78,-340,-2379
